source,target,weight,type
n208,n2843,1,MAJ
n208,n2948,1,MAJ
n208,n3349,1,MAJ
n208,n3364,1,MAJ
n208,n3457,1,MAJ
n208,n3930,1,MAJ
n208,n4105,1,MAJ
n208,n4681,1,MAJ
n209,n263,1,MAJ
n209,n3847,1,MAJ
n209,n4207,1,MAJ
n209,n4242,1,MAJ
n215,n265,1,UNIT
n215,n286,1,UNIT
n215,n459,1,MAJ
n215,n512,1,MAJ
n215,n542,1,MAJ
n215,n610,1,MAJ
n215,n702,1,MAJ
n215,n1077,1,UNIT
n215,n1108,1,MAJ
n215,n1168,1,MAJ
n215,n1339,1,MAJ
n215,n1357,1,MAJ
n215,n1377,1,UNIT
n215,n2065,1,MAJ
n215,n2167,1,MAJ
n215,n2300,1,UNIT
n215,n2388,1,UNIT
n215,n2425,2,BOTH
n215,n2495,1,MAJ
n215,n2521,1,UNIT
n215,n2610,1,MAJ
n215,n2751,1,UNIT
n215,n2754,1,UNIT
n215,n2843,1,UNIT
n215,n2863,2,BOTH
n215,n2951,1,MAJ
n215,n3036,1,UNIT
n215,n3039,1,MAJ
n215,n3057,1,UNIT
n215,n3403,1,UNIT
n215,n3421,1,MAJ
n215,n3438,1,UNIT
n215,n3477,1,MAJ
n215,n3488,1,MAJ
n215,n3571,1,MAJ
n215,n3575,1,MAJ
n215,n3723,1,UNIT
n215,n4339,1,UNIT
n215,n4588,1,MAJ
n216,n233,1,MAJ
n216,n275,1,MAJ
n216,n634,1,MAJ
n216,n694,1,MAJ
n216,n783,1,MAJ
n216,n793,1,MAJ
n216,n820,1,MAJ
n216,n921,1,MAJ
n216,n1077,1,MAJ
n216,n1213,1,MAJ
n216,n2529,1,MAJ
n216,n2597,1,MAJ
n216,n2731,1,MAJ
n216,n2754,1,MAJ
n216,n2957,1,MAJ
n216,n3027,1,MAJ
n216,n3327,1,MAJ
n216,n3335,1,MAJ
n216,n3501,1,MAJ
n216,n3725,1,MAJ
n216,n3732,1,MAJ
n216,n3733,1,MAJ
n216,n4419,1,MAJ
n216,n4603,1,MAJ
n222,n271,1,MAJ
n222,n502,1,MAJ
n222,n658,1,MAJ
n222,n696,1,MAJ
n222,n914,1,MAJ
n222,n1039,1,MAJ
n222,n2056,1,MAJ
n222,n2472,1,MAJ
n222,n2580,1,MAJ
n222,n4237,1,MAJ
n228,n265,1,MAJ
n228,n286,1,MAJ
n228,n403,1,MAJ
n228,n428,1,MAJ
n228,n607,1,MAJ
n228,n665,1,MAJ
n228,n826,1,MAJ
n228,n988,1,MAJ
n228,n1277,1,MAJ
n228,n1355,1,MAJ
n228,n1393,1,MAJ
n228,n2063,1,MAJ
n228,n2088,1,MAJ
n228,n2787,1,MAJ
n228,n3102,1,MAJ
n228,n3266,1,MAJ
n228,n3293,1,MAJ
n228,n3303,1,MAJ
n228,n4201,1,MAJ
n230,n285,1,MAJ
n230,n384,1,MAJ
n230,n509,1,MAJ
n230,n642,1,MAJ
n230,n890,1,MAJ
n230,n1002,1,MAJ
n230,n1138,1,MAJ
n230,n1269,1,MAJ
n230,n1443,1,MAJ
n230,n1707,1,MAJ
n230,n1759,1,MAJ
n230,n2085,1,MAJ
n230,n2327,1,MAJ
n230,n2448,1,MAJ
n230,n2503,1,MAJ
n230,n2614,1,MAJ
n230,n2657,1,MAJ
n230,n2663,1,MAJ
n230,n2667,1,MAJ
n230,n2704,1,MAJ
n230,n2733,1,MAJ
n230,n2809,1,MAJ
n230,n2830,1,MAJ
n230,n2834,1,MAJ
n230,n3036,1,MAJ
n230,n3070,1,MAJ
n230,n3097,1,MAJ
n230,n3259,1,MAJ
n230,n3403,1,MAJ
n230,n3472,1,MAJ
n230,n3493,1,MAJ
n230,n3695,1,MAJ
n230,n3696,1,MAJ
n230,n3701,1,MAJ
n230,n3731,1,MAJ
n230,n3741,1,MAJ
n230,n3742,1,MAJ
n230,n3807,1,MAJ
n230,n3870,1,MAJ
n230,n3961,1,MAJ
n230,n4046,1,MAJ
n230,n4159,1,MAJ
n230,n4339,1,MAJ
n230,n4397,1,MAJ
n230,n4430,1,MAJ
n230,n4549,1,MAJ
n233,n275,1,MAJ
n233,n634,1,MAJ
n233,n694,1,MAJ
n233,n783,1,MAJ
n233,n793,1,MAJ
n233,n820,1,MAJ
n233,n921,1,MAJ
n233,n1077,1,MAJ
n233,n1213,1,MAJ
n233,n2529,1,MAJ
n233,n2597,1,MAJ
n233,n2731,1,MAJ
n233,n2754,1,MAJ
n233,n2957,1,MAJ
n233,n3027,1,MAJ
n233,n3327,1,MAJ
n233,n3335,1,MAJ
n233,n3501,1,MAJ
n233,n3725,1,MAJ
n233,n3732,1,MAJ
n233,n3733,1,MAJ
n233,n4217,1,MAJ
n233,n4419,1,MAJ
n233,n4603,1,MAJ
n263,n3847,1,MAJ
n263,n4207,1,MAJ
n263,n4242,1,MAJ
n265,n286,2,BOTH
n265,n403,1,MAJ
n265,n428,1,MAJ
n265,n607,1,MAJ
n265,n665,1,MAJ
n265,n826,1,MAJ
n265,n988,1,MAJ
n265,n1277,1,MAJ
n265,n1355,1,MAJ
n265,n1377,1,UNIT
n265,n1393,1,MAJ
n265,n2063,1,MAJ
n265,n2088,1,MAJ
n265,n2300,1,UNIT
n265,n2388,1,UNIT
n265,n2521,1,UNIT
n265,n2751,1,UNIT
n265,n2787,1,MAJ
n265,n2843,1,UNIT
n265,n2863,1,UNIT
n265,n3036,1,UNIT
n265,n3057,1,UNIT
n265,n3102,1,MAJ
n265,n3266,1,MAJ
n265,n3293,1,MAJ
n265,n3303,1,MAJ
n265,n3403,1,UNIT
n265,n3438,1,UNIT
n265,n3723,1,UNIT
n265,n4201,1,MAJ
n265,n4339,1,UNIT
n268,n1462,1,MAJ
n268,n2274,1,MAJ
n268,n2336,1,MAJ
n268,n2589,1,MAJ
n268,n2631,1,MAJ
n268,n2669,1,MAJ
n268,n2689,1,MAJ
n268,n2721,1,MAJ
n268,n2765,1,MAJ
n268,n2927,1,MAJ
n268,n2965,1,MAJ
n268,n4681,1,MAJ
n271,n502,1,MAJ
n271,n658,1,MAJ
n271,n696,1,MAJ
n271,n914,1,MAJ
n271,n1039,1,MAJ
n271,n2056,1,MAJ
n271,n2472,1,MAJ
n271,n2580,1,MAJ
n271,n4237,1,MAJ
n275,n634,1,MAJ
n275,n694,1,MAJ
n275,n783,1,MAJ
n275,n793,1,MAJ
n275,n820,1,MAJ
n275,n921,1,MAJ
n275,n1077,1,MAJ
n275,n1213,1,MAJ
n275,n2529,1,MAJ
n275,n2597,1,MAJ
n275,n2731,1,MAJ
n275,n2754,1,MAJ
n275,n2957,1,MAJ
n275,n3027,1,MAJ
n275,n3327,1,MAJ
n275,n3335,1,MAJ
n275,n3501,1,MAJ
n275,n3725,1,MAJ
n275,n3732,1,MAJ
n275,n3733,1,MAJ
n275,n4419,1,MAJ
n275,n4603,1,MAJ
n285,n287,1,UNIT
n285,n384,1,MAJ
n285,n428,1,UNIT
n285,n509,1,MAJ
n285,n605,1,UNIT
n285,n624,1,UNIT
n285,n642,1,MAJ
n285,n708,1,UNIT
n285,n836,1,UNIT
n285,n890,1,MAJ
n285,n892,1,UNIT
n285,n1002,1,MAJ
n285,n1138,1,MAJ
n285,n1269,1,MAJ
n285,n1443,2,BOTH
n285,n1707,1,MAJ
n285,n1759,1,MAJ
n285,n2085,1,MAJ
n285,n2165,1,UNIT
n285,n2231,1,UNIT
n285,n2250,1,UNIT
n285,n2274,1,UNIT
n285,n2327,1,MAJ
n285,n2448,1,MAJ
n285,n2503,1,MAJ
n285,n2614,1,MAJ
n285,n2620,1,UNIT
n285,n2623,1,UNIT
n285,n2657,1,MAJ
n285,n2663,1,MAJ
n285,n2667,1,MAJ
n285,n2669,1,UNIT
n285,n2704,1,MAJ
n285,n2715,1,UNIT
n285,n2733,1,MAJ
n285,n2809,1,MAJ
n285,n2816,1,UNIT
n285,n2830,1,MAJ
n285,n2834,1,MAJ
n285,n2846,1,UNIT
n285,n2962,1,UNIT
n285,n2965,1,UNIT
n285,n3036,1,MAJ
n285,n3070,1,MAJ
n285,n3097,1,MAJ
n285,n3102,1,UNIT
n285,n3180,1,UNIT
n285,n3259,1,MAJ
n285,n3393,1,UNIT
n285,n3403,1,MAJ
n285,n3472,1,MAJ
n285,n3493,1,MAJ
n285,n3559,1,UNIT
n285,n3647,1,UNIT
n285,n3695,1,MAJ
n285,n3696,1,MAJ
n285,n3701,1,MAJ
n285,n3731,1,MAJ
n285,n3741,1,MAJ
n285,n3742,1,MAJ
n285,n3807,1,MAJ
n285,n3870,1,MAJ
n285,n3953,1,UNIT
n285,n3961,1,MAJ
n285,n4046,2,BOTH
n285,n4159,1,MAJ
n285,n4339,1,MAJ
n285,n4397,1,MAJ
n285,n4430,1,MAJ
n285,n4431,1,UNIT
n285,n4549,1,MAJ
n286,n403,1,MAJ
n286,n428,1,MAJ
n286,n607,1,MAJ
n286,n665,1,MAJ
n286,n826,1,MAJ
n286,n988,1,MAJ
n286,n1277,1,MAJ
n286,n1355,1,MAJ
n286,n1377,1,UNIT
n286,n1393,1,MAJ
n286,n2063,1,MAJ
n286,n2088,1,MAJ
n286,n2278,1,UNIT
n286,n2300,1,UNIT
n286,n2388,1,UNIT
n286,n2521,1,UNIT
n286,n2751,1,UNIT
n286,n2787,1,MAJ
n286,n2826,1,UNIT
n286,n2843,1,UNIT
n286,n2863,1,UNIT
n286,n3036,1,UNIT
n286,n3057,1,UNIT
n286,n3102,1,MAJ
n286,n3266,1,MAJ
n286,n3293,1,MAJ
n286,n3303,1,MAJ
n286,n3403,1,UNIT
n286,n3438,1,UNIT
n286,n3723,1,UNIT
n286,n4201,1,MAJ
n286,n4339,1,UNIT
n287,n428,1,UNIT
n287,n605,1,UNIT
n287,n624,1,UNIT
n287,n708,1,UNIT
n287,n836,1,UNIT
n287,n892,1,UNIT
n287,n1443,1,UNIT
n287,n2165,1,UNIT
n287,n2231,1,UNIT
n287,n2250,1,UNIT
n287,n2274,1,UNIT
n287,n2620,1,UNIT
n287,n2623,1,UNIT
n287,n2669,1,UNIT
n287,n2715,1,UNIT
n287,n2816,1,UNIT
n287,n2846,1,UNIT
n287,n2962,1,UNIT
n287,n2965,1,UNIT
n287,n3102,1,UNIT
n287,n3180,1,UNIT
n287,n3393,1,UNIT
n287,n3559,1,UNIT
n287,n3647,1,UNIT
n287,n3953,1,UNIT
n287,n4046,1,UNIT
n287,n4390,1,MAJ
n287,n4431,1,UNIT
n292,n364,1,MAJ
n292,n460,1,MAJ
n292,n484,1,MAJ
n292,n497,1,MAJ
n292,n502,1,MAJ
n292,n519,1,MAJ
n292,n549,1,MAJ
n292,n605,1,MAJ
n292,n624,1,MAJ
n292,n628,1,MAJ
n292,n708,1,MAJ
n292,n727,1,MAJ
n292,n828,1,MAJ
n292,n850,1,MAJ
n292,n906,1,MAJ
n292,n935,1,MAJ
n292,n967,1,MAJ
n292,n980,1,MAJ
n292,n1211,1,MAJ
n292,n1258,1,MAJ
n292,n1316,1,MAJ
n292,n1415,1,MAJ
n292,n1481,1,MAJ
n292,n1489,1,MAJ
n292,n1498,1,MAJ
n292,n1650,1,MAJ
n292,n2165,1,MAJ
n292,n2214,1,MAJ
n292,n2223,1,MAJ
n292,n2252,1,MAJ
n292,n2278,1,MAJ
n292,n2310,1,MAJ
n292,n2318,1,MAJ
n292,n2326,1,MAJ
n292,n2373,1,MAJ
n292,n2389,1,MAJ
n292,n2392,1,MAJ
n292,n2406,1,MAJ
n292,n2413,1,MAJ
n292,n2457,1,MAJ
n292,n2521,1,MAJ
n292,n2551,1,MAJ
n292,n2568,1,MAJ
n292,n2650,1,MAJ
n292,n2715,1,MAJ
n292,n2717,1,MAJ
n292,n2736,1,MAJ
n292,n2783,1,MAJ
n292,n2797,1,MAJ
n292,n2826,1,MAJ
n292,n2829,1,MAJ
n292,n2846,1,MAJ
n292,n2891,1,MAJ
n292,n2913,1,MAJ
n292,n2971,1,MAJ
n292,n3030,1,MAJ
n292,n3129,1,MAJ
n292,n3133,1,MAJ
n292,n3205,1,MAJ
n292,n3247,1,MAJ
n292,n3249,1,MAJ
n292,n3368,1,MAJ
n292,n3379,1,MAJ
n292,n3438,1,MAJ
n292,n3516,1,MAJ
n292,n3602,1,MAJ
n292,n3716,1,MAJ
n292,n3723,1,MAJ
n292,n3735,1,MAJ
n292,n3844,1,MAJ
n292,n4021,1,MAJ
n292,n4086,1,MAJ
n292,n4146,1,MAJ
n292,n4217,1,MAJ
n292,n4239,1,MAJ
n292,n4318,1,MAJ
n292,n4475,1,MAJ
n292,n4648,1,MAJ
n309,n339,1,MAJ
n309,n794,1,MAJ
n309,n813,1,MAJ
n309,n972,1,MAJ
n309,n2141,1,MAJ
n309,n2358,1,MAJ
n309,n3627,1,MAJ
n309,n3657,1,MAJ
n309,n4291,1,MAJ
n338,n596,1,MAJ
n338,n808,1,MAJ
n338,n1207,1,MAJ
n338,n2112,1,MAJ
n338,n2462,1,MAJ
n338,n2544,1,MAJ
n338,n2548,1,MAJ
n338,n2590,1,MAJ
n338,n2803,1,MAJ
n338,n3291,1,MAJ
n338,n3447,1,MAJ
n338,n3450,1,MAJ
n338,n3498,1,MAJ
n338,n3669,1,MAJ
n338,n3838,1,MAJ
n339,n794,1,MAJ
n339,n813,1,MAJ
n339,n972,1,MAJ
n339,n2141,1,MAJ
n339,n2358,1,MAJ
n339,n3627,1,MAJ
n339,n3657,1,MAJ
n339,n4291,1,MAJ
n364,n460,1,MAJ
n364,n484,1,MAJ
n364,n497,1,MAJ
n364,n502,1,MAJ
n364,n519,1,MAJ
n364,n549,1,MAJ
n364,n605,1,MAJ
n364,n624,1,MAJ
n364,n628,2,BOTH
n364,n665,1,UNIT
n364,n708,1,MAJ
n364,n727,1,MAJ
n364,n828,1,MAJ
n364,n850,1,MAJ
n364,n906,1,MAJ
n364,n935,1,MAJ
n364,n967,1,MAJ
n364,n980,1,MAJ
n364,n1211,1,MAJ
n364,n1258,1,MAJ
n364,n1316,1,MAJ
n364,n1415,1,MAJ
n364,n1481,1,MAJ
n364,n1489,1,MAJ
n364,n1498,1,MAJ
n364,n1650,1,MAJ
n364,n2165,1,MAJ
n364,n2214,1,MAJ
n364,n2223,1,MAJ
n364,n2252,1,MAJ
n364,n2278,1,MAJ
n364,n2310,1,MAJ
n364,n2318,1,MAJ
n364,n2326,1,MAJ
n364,n2373,1,MAJ
n364,n2389,1,MAJ
n364,n2392,1,MAJ
n364,n2406,1,MAJ
n364,n2413,1,MAJ
n364,n2457,1,MAJ
n364,n2521,1,MAJ
n364,n2551,1,MAJ
n364,n2568,1,MAJ
n364,n2650,1,MAJ
n364,n2715,1,MAJ
n364,n2717,1,MAJ
n364,n2736,1,MAJ
n364,n2783,1,MAJ
n364,n2797,1,MAJ
n364,n2826,1,MAJ
n364,n2829,1,MAJ
n364,n2846,1,MAJ
n364,n2891,1,MAJ
n364,n2913,1,MAJ
n364,n2971,1,MAJ
n364,n3030,1,MAJ
n364,n3129,1,MAJ
n364,n3133,1,MAJ
n364,n3205,1,MAJ
n364,n3247,1,MAJ
n364,n3249,1,MAJ
n364,n3368,1,MAJ
n364,n3379,1,MAJ
n364,n3438,1,MAJ
n364,n3516,1,MAJ
n364,n3602,1,MAJ
n364,n3716,1,MAJ
n364,n3723,1,MAJ
n364,n3735,1,MAJ
n364,n3844,1,MAJ
n364,n4021,1,MAJ
n364,n4086,1,MAJ
n364,n4146,1,MAJ
n364,n4217,1,MAJ
n364,n4239,1,MAJ
n364,n4318,1,MAJ
n364,n4475,1,MAJ
n364,n4648,1,MAJ
n373,n676,1,MAJ
n373,n2255,1,MAJ
n373,n2464,1,MAJ
n373,n3161,1,MAJ
n373,n3650,1,MAJ
n373,n3825,1,MAJ
n373,n4425,1,MAJ
n384,n509,1,MAJ
n384,n642,1,MAJ
n384,n890,1,MAJ
n384,n1002,1,MAJ
n384,n1138,1,MAJ
n384,n1269,1,MAJ
n384,n1443,1,MAJ
n384,n1707,1,MAJ
n384,n1759,1,MAJ
n384,n2085,1,MAJ
n384,n2327,1,MAJ
n384,n2448,1,MAJ
n384,n2503,1,MAJ
n384,n2614,1,MAJ
n384,n2657,1,MAJ
n384,n2663,1,MAJ
n384,n2667,1,MAJ
n384,n2704,1,MAJ
n384,n2733,1,MAJ
n384,n2809,1,MAJ
n384,n2830,1,MAJ
n384,n2834,1,MAJ
n384,n3036,1,MAJ
n384,n3070,1,MAJ
n384,n3097,1,MAJ
n384,n3259,1,MAJ
n384,n3403,1,MAJ
n384,n3472,1,MAJ
n384,n3493,1,MAJ
n384,n3695,1,MAJ
n384,n3696,1,MAJ
n384,n3701,1,MAJ
n384,n3731,1,MAJ
n384,n3741,1,MAJ
n384,n3742,1,MAJ
n384,n3807,1,MAJ
n384,n3870,1,MAJ
n384,n3961,1,MAJ
n384,n4046,1,MAJ
n384,n4159,1,MAJ
n384,n4339,1,MAJ
n384,n4397,1,MAJ
n384,n4430,1,MAJ
n384,n4549,1,MAJ
n395,n3182,1,MAJ
n403,n428,1,MAJ
n403,n607,1,MAJ
n403,n665,1,MAJ
n403,n826,1,MAJ
n403,n988,1,MAJ
n403,n1277,1,MAJ
n403,n1355,1,MAJ
n403,n1393,1,MAJ
n403,n2063,1,MAJ
n403,n2088,1,MAJ
n403,n2787,1,MAJ
n403,n3102,1,MAJ
n403,n3266,1,MAJ
n403,n3293,1,MAJ
n403,n3303,1,MAJ
n403,n4201,1,MAJ
n410,n3390,1,MAJ
n414,n421,1,MAJ
n414,n820,1,MAJ
n414,n836,1,MAJ
n414,n1004,1,MAJ
n414,n1022,1,MAJ
n414,n1343,1,MAJ
n414,n1532,1,MAJ
n414,n2231,1,MAJ
n414,n2312,1,MAJ
n414,n2420,1,MAJ
n414,n2452,1,MAJ
n414,n2748,1,MAJ
n414,n3296,1,MAJ
n414,n3383,1,MAJ
n414,n3467,1,MAJ
n414,n3496,1,MAJ
n414,n3711,1,MAJ
n414,n3893,1,MAJ
n414,n4174,1,MAJ
n421,n820,1,MAJ
n421,n836,1,MAJ
n421,n1004,1,MAJ
n421,n1022,1,MAJ
n421,n1343,1,MAJ
n421,n1532,1,MAJ
n421,n2231,1,MAJ
n421,n2312,1,MAJ
n421,n2420,1,MAJ
n421,n2452,1,MAJ
n421,n2748,1,MAJ
n421,n3296,1,MAJ
n421,n3383,1,MAJ
n421,n3467,1,MAJ
n421,n3496,1,MAJ
n421,n3711,1,MAJ
n421,n3893,1,MAJ
n421,n4174,1,MAJ
n428,n605,1,UNIT
n428,n607,1,MAJ
n428,n624,1,UNIT
n428,n665,1,MAJ
n428,n708,1,UNIT
n428,n826,1,MAJ
n428,n836,1,UNIT
n428,n892,1,UNIT
n428,n988,1,MAJ
n428,n1277,1,MAJ
n428,n1355,1,MAJ
n428,n1393,1,MAJ
n428,n1443,1,UNIT
n428,n2063,1,MAJ
n428,n2088,1,MAJ
n428,n2165,1,UNIT
n428,n2231,1,UNIT
n428,n2250,1,UNIT
n428,n2274,1,UNIT
n428,n2620,1,UNIT
n428,n2623,1,UNIT
n428,n2669,1,UNIT
n428,n2715,1,UNIT
n428,n2787,1,MAJ
n428,n2816,1,UNIT
n428,n2846,1,UNIT
n428,n2962,1,UNIT
n428,n2965,1,UNIT
n428,n3102,2,BOTH
n428,n3180,1,UNIT
n428,n3266,1,MAJ
n428,n3293,1,MAJ
n428,n3303,1,MAJ
n428,n3393,1,UNIT
n428,n3559,1,UNIT
n428,n3647,1,UNIT
n428,n3953,1,UNIT
n428,n4046,1,UNIT
n428,n4201,1,MAJ
n428,n4431,1,UNIT
n459,n512,1,MAJ
n459,n542,1,MAJ
n459,n610,1,MAJ
n459,n702,1,MAJ
n459,n1108,1,MAJ
n459,n1168,1,MAJ
n459,n1339,1,MAJ
n459,n1357,1,MAJ
n459,n2065,1,MAJ
n459,n2167,1,MAJ
n459,n2425,1,MAJ
n459,n2495,1,MAJ
n459,n2610,1,MAJ
n459,n2863,1,MAJ
n459,n2951,1,MAJ
n459,n3039,1,MAJ
n459,n3421,1,MAJ
n459,n3477,1,MAJ
n459,n3488,1,MAJ
n459,n3571,1,MAJ
n459,n3575,1,MAJ
n459,n4588,1,MAJ
n460,n484,1,MAJ
n460,n497,1,MAJ
n460,n502,1,MAJ
n460,n519,1,MAJ
n460,n549,1,MAJ
n460,n605,1,MAJ
n460,n624,1,MAJ
n460,n628,1,MAJ
n460,n708,1,MAJ
n460,n727,1,MAJ
n460,n828,1,MAJ
n460,n850,1,MAJ
n460,n906,1,MAJ
n460,n935,1,MAJ
n460,n967,1,MAJ
n460,n980,1,MAJ
n460,n1211,1,MAJ
n460,n1258,1,MAJ
n460,n1316,1,MAJ
n460,n1415,1,MAJ
n460,n1481,1,MAJ
n460,n1489,1,MAJ
n460,n1498,1,MAJ
n460,n1650,1,MAJ
n460,n2165,1,MAJ
n460,n2214,1,MAJ
n460,n2223,1,MAJ
n460,n2252,1,MAJ
n460,n2278,1,MAJ
n460,n2310,1,MAJ
n460,n2318,1,MAJ
n460,n2326,1,MAJ
n460,n2373,1,MAJ
n460,n2389,1,MAJ
n460,n2392,1,MAJ
n460,n2406,1,MAJ
n460,n2413,1,MAJ
n460,n2457,1,MAJ
n460,n2521,1,MAJ
n460,n2551,1,MAJ
n460,n2568,1,MAJ
n460,n2650,1,MAJ
n460,n2715,1,MAJ
n460,n2717,1,MAJ
n460,n2736,1,MAJ
n460,n2783,1,MAJ
n460,n2797,1,MAJ
n460,n2826,1,MAJ
n460,n2829,1,MAJ
n460,n2846,1,MAJ
n460,n2891,1,MAJ
n460,n2913,1,MAJ
n460,n2971,1,MAJ
n460,n3030,1,MAJ
n460,n3129,1,MAJ
n460,n3133,1,MAJ
n460,n3205,1,MAJ
n460,n3247,1,MAJ
n460,n3249,1,MAJ
n460,n3368,1,MAJ
n460,n3379,1,MAJ
n460,n3438,1,MAJ
n460,n3516,1,MAJ
n460,n3602,1,MAJ
n460,n3716,1,MAJ
n460,n3723,1,MAJ
n460,n3735,1,MAJ
n460,n3844,1,MAJ
n460,n4021,1,MAJ
n460,n4086,1,MAJ
n460,n4146,1,MAJ
n460,n4217,1,MAJ
n460,n4239,1,MAJ
n460,n4318,1,MAJ
n460,n4475,1,MAJ
n460,n4648,1,MAJ
n470,n892,1,MAJ
n470,n948,1,MAJ
n470,n1395,1,MAJ
n470,n1432,1,MAJ
n470,n1437,1,MAJ
n470,n2000,1,MAJ
n470,n2275,1,MAJ
n470,n2357,1,MAJ
n470,n2386,1,MAJ
n470,n2561,1,MAJ
n470,n2792,1,MAJ
n470,n2806,1,MAJ
n470,n2962,1,MAJ
n470,n3278,1,MAJ
n470,n3432,1,MAJ
n470,n3475,1,MAJ
n470,n3499,1,MAJ
n470,n3559,1,MAJ
n470,n3713,1,MAJ
n484,n497,1,MAJ
n484,n502,1,MAJ
n484,n519,1,MAJ
n484,n549,1,MAJ
n484,n605,1,MAJ
n484,n624,1,MAJ
n484,n628,1,MAJ
n484,n708,1,MAJ
n484,n727,1,MAJ
n484,n828,1,MAJ
n484,n850,1,MAJ
n484,n906,1,MAJ
n484,n935,1,MAJ
n484,n967,1,MAJ
n484,n980,1,MAJ
n484,n1022,1,UNIT
n484,n1032,1,UNIT
n484,n1211,1,MAJ
n484,n1258,2,BOTH
n484,n1316,1,MAJ
n484,n1415,1,MAJ
n484,n1417,1,UNIT
n484,n1450,1,UNIT
n484,n1481,1,MAJ
n484,n1489,1,MAJ
n484,n1498,1,MAJ
n484,n1650,1,MAJ
n484,n2165,1,MAJ
n484,n2214,1,MAJ
n484,n2223,1,MAJ
n484,n2252,1,MAJ
n484,n2278,1,MAJ
n484,n2310,1,MAJ
n484,n2318,1,MAJ
n484,n2326,1,MAJ
n484,n2373,1,MAJ
n484,n2389,1,MAJ
n484,n2392,1,MAJ
n484,n2406,1,MAJ
n484,n2413,1,MAJ
n484,n2457,1,MAJ
n484,n2521,1,MAJ
n484,n2551,1,MAJ
n484,n2561,1,UNIT
n484,n2568,2,BOTH
n484,n2650,1,MAJ
n484,n2715,1,MAJ
n484,n2717,1,MAJ
n484,n2736,1,MAJ
n484,n2783,1,MAJ
n484,n2797,1,MAJ
n484,n2826,1,MAJ
n484,n2829,1,MAJ
n484,n2846,1,MAJ
n484,n2891,2,BOTH
n484,n2913,1,MAJ
n484,n2927,1,UNIT
n484,n2971,1,MAJ
n484,n3030,1,MAJ
n484,n3129,1,MAJ
n484,n3133,1,MAJ
n484,n3205,1,MAJ
n484,n3247,1,MAJ
n484,n3249,1,MAJ
n484,n3368,1,MAJ
n484,n3379,2,BOTH
n484,n3438,1,MAJ
n484,n3516,1,MAJ
n484,n3602,1,MAJ
n484,n3716,1,MAJ
n484,n3723,1,MAJ
n484,n3735,1,MAJ
n484,n3844,1,MAJ
n484,n3893,1,UNIT
n484,n4021,1,MAJ
n484,n4086,1,MAJ
n484,n4095,1,UNIT
n484,n4146,1,MAJ
n484,n4159,1,UNIT
n484,n4217,1,MAJ
n484,n4239,1,MAJ
n484,n4318,2,BOTH
n484,n4475,1,MAJ
n484,n4648,1,MAJ
n497,n502,1,MAJ
n497,n519,1,MAJ
n497,n549,1,MAJ
n497,n605,1,MAJ
n497,n624,1,MAJ
n497,n628,1,MAJ
n497,n708,1,MAJ
n497,n727,1,MAJ
n497,n828,1,MAJ
n497,n850,1,MAJ
n497,n906,1,MAJ
n497,n935,1,MAJ
n497,n967,1,MAJ
n497,n980,1,MAJ
n497,n1211,1,MAJ
n497,n1258,1,MAJ
n497,n1316,1,MAJ
n497,n1415,1,MAJ
n497,n1481,1,MAJ
n497,n1489,1,MAJ
n497,n1498,1,MAJ
n497,n1650,1,MAJ
n497,n2165,1,MAJ
n497,n2214,1,MAJ
n497,n2223,1,MAJ
n497,n2252,1,MAJ
n497,n2278,1,MAJ
n497,n2310,1,MAJ
n497,n2318,1,MAJ
n497,n2326,1,MAJ
n497,n2373,1,MAJ
n497,n2389,1,MAJ
n497,n2392,1,MAJ
n497,n2406,1,MAJ
n497,n2413,1,MAJ
n497,n2457,1,MAJ
n497,n2521,1,MAJ
n497,n2551,1,MAJ
n497,n2568,1,MAJ
n497,n2650,1,MAJ
n497,n2715,1,MAJ
n497,n2717,1,MAJ
n497,n2736,1,MAJ
n497,n2783,1,MAJ
n497,n2797,1,MAJ
n497,n2826,1,MAJ
n497,n2829,1,MAJ
n497,n2846,1,MAJ
n497,n2891,1,MAJ
n497,n2913,1,MAJ
n497,n2971,1,MAJ
n497,n3030,1,MAJ
n497,n3129,1,MAJ
n497,n3133,1,MAJ
n497,n3205,1,MAJ
n497,n3247,1,MAJ
n497,n3249,1,MAJ
n497,n3368,1,MAJ
n497,n3379,1,MAJ
n497,n3438,1,MAJ
n497,n3516,1,MAJ
n497,n3602,1,MAJ
n497,n3716,1,MAJ
n497,n3723,1,MAJ
n497,n3735,1,MAJ
n497,n3844,1,MAJ
n497,n4021,1,MAJ
n497,n4086,1,MAJ
n497,n4146,1,MAJ
n497,n4217,1,MAJ
n497,n4239,1,MAJ
n497,n4318,1,MAJ
n497,n4475,1,MAJ
n497,n4648,1,MAJ
n502,n519,1,MAJ
n502,n549,1,MAJ
n502,n605,1,MAJ
n502,n624,1,MAJ
n502,n628,1,MAJ
n502,n658,1,MAJ
n502,n696,1,MAJ
n502,n708,1,MAJ
n502,n727,1,MAJ
n502,n828,1,MAJ
n502,n850,1,MAJ
n502,n906,1,MAJ
n502,n914,1,MAJ
n502,n935,1,MAJ
n502,n967,1,MAJ
n502,n980,1,MAJ
n502,n1039,1,MAJ
n502,n1211,1,MAJ
n502,n1258,1,MAJ
n502,n1316,1,MAJ
n502,n1415,1,MAJ
n502,n1481,1,MAJ
n502,n1489,1,MAJ
