source,target,weight,type
n27,n3742,1,MAJ
n27,n3807,1,MAJ
n27,n3870,1,MAJ
n27,n3953,1,UNIT
n27,n3961,1,MAJ
n27,n4046,2,BOTH
n27,n4159,1,MAJ
n27,n4339,1,MAJ
n27,n4397,1,MAJ
n27,n4430,1,MAJ
n27,n4431,1,UNIT
n27,n4549,1,MAJ
n31,n96,1,MAJ
n31,n268,1,MAJ
n31,n1462,1,MAJ
n31,n2274,1,MAJ
n31,n2336,1,MAJ
n31,n2589,1,MAJ
n31,n2631,1,MAJ
n31,n2669,1,MAJ
n31,n2689,1,MAJ
n31,n2721,1,MAJ
n31,n2765,1,MAJ
n31,n2927,1,MAJ
n31,n2965,1,MAJ
n31,n4681,1,MAJ
n45,n124,1,MAJ
n45,n230,1,MAJ
n45,n285,1,MAJ
n45,n384,1,MAJ
n45,n509,1,MAJ
n45,n642,1,MAJ
n45,n890,1,MAJ
n45,n1002,1,MAJ
n45,n1138,1,MAJ
n45,n1269,1,MAJ
n45,n1443,1,MAJ
n45,n1707,1,MAJ
n45,n1759,1,MAJ
n45,n2085,1,MAJ
n45,n2327,1,MAJ
n45,n2448,1,MAJ
n45,n2503,1,MAJ
n45,n2614,1,MAJ
n45,n2657,1,MAJ
n45,n2663,1,MAJ
n45,n2667,1,MAJ
n45,n2704,1,MAJ
n45,n2733,1,MAJ
n45,n2809,1,MAJ
n45,n2830,1,MAJ
n45,n2834,1,MAJ
n45,n3036,1,MAJ
n45,n3070,1,MAJ
n45,n3097,1,MAJ
n45,n3259,1,MAJ
n45,n3403,1,MAJ
n45,n3472,1,MAJ
n45,n3493,1,MAJ
n45,n3695,1,MAJ
n45,n3696,1,MAJ
n45,n3701,1,MAJ
n45,n3731,1,MAJ
n45,n3741,1,MAJ
n45,n3742,1,MAJ
n45,n3807,1,MAJ
n45,n3870,1,MAJ
n45,n3961,1,MAJ
n45,n4046,1,MAJ
n45,n4159,1,MAJ
n45,n4339,1,MAJ
n45,n4397,1,MAJ
n45,n4430,1,MAJ
n45,n4549,1,MAJ
n46,n204,1,MAJ
n46,n1201,1,MAJ
n46,n1450,1,MAJ
n46,n2109,1,MAJ
n46,n2370,1,MAJ
n46,n2527,1,MAJ
n46,n2622,1,MAJ
n46,n2899,1,MAJ
n46,n3468,1,MAJ
n46,n3968,1,MAJ
n46,n3971,1,MAJ
n46,n3972,1,MAJ
n46,n4140,1,MAJ
n46,n4450,1,MAJ
n74,n102,1,MAJ
n74,n112,1,MAJ
n74,n142,1,MAJ
n74,n143,1,MAJ
n74,n184,1,MAJ
n74,n186,1,MAJ
n74,n292,1,MAJ
n74,n364,1,MAJ
n74,n460,1,MAJ
n74,n484,1,MAJ
n74,n497,1,MAJ
n74,n502,1,MAJ
n74,n519,1,MAJ
n74,n549,1,MAJ
n74,n605,1,MAJ
n74,n624,1,MAJ
n74,n628,1,MAJ
n74,n708,1,MAJ
n74,n727,1,MAJ
n74,n828,1,MAJ
n74,n850,1,MAJ
n74,n906,1,MAJ
n74,n935,1,MAJ
n74,n967,1,MAJ
n74,n980,1,MAJ
n74,n1211,1,MAJ
n74,n1258,1,MAJ
n74,n1316,1,MAJ
n74,n1415,1,MAJ
n74,n1481,1,MAJ
n74,n1489,1,MAJ
n74,n1498,1,MAJ
n74,n1650,1,MAJ
n74,n2165,1,MAJ
n74,n2214,1,MAJ
n74,n2223,1,MAJ
n74,n2252,1,MAJ
n74,n2278,1,MAJ
n74,n2310,1,MAJ
n74,n2318,1,MAJ
n74,n2326,1,MAJ
n74,n2373,1,MAJ
n74,n2389,1,MAJ
n74,n2392,1,MAJ
n74,n2406,1,MAJ
n74,n2413,1,MAJ
n74,n2457,1,MAJ
n74,n2521,1,MAJ
n74,n2551,1,MAJ
n74,n2568,1,MAJ
n74,n2650,1,MAJ
n74,n2715,1,MAJ
n74,n2717,1,MAJ
n74,n2736,1,MAJ
n74,n2783,1,MAJ
n74,n2797,1,MAJ
n74,n2826,1,MAJ
n74,n2829,1,MAJ
n74,n2846,1,MAJ
n74,n2891,1,MAJ
n74,n2913,1,MAJ
n74,n2971,1,MAJ
n74,n3030,1,MAJ
n74,n3129,1,MAJ
n74,n3133,1,MAJ
n74,n3205,1,MAJ
n74,n3247,1,MAJ
n74,n3249,1,MAJ
n74,n3368,1,MAJ
n74,n3379,1,MAJ
n74,n3438,1,MAJ
n74,n3516,1,MAJ
n74,n3602,1,MAJ
n74,n3716,1,MAJ
n74,n3723,1,MAJ
n74,n3735,1,MAJ
n74,n3844,1,MAJ
n74,n4021,1,MAJ
n74,n4086,1,MAJ
n74,n4146,1,MAJ
n74,n4217,1,MAJ
n74,n4239,1,MAJ
n74,n4318,1,MAJ
n74,n4475,1,MAJ
n74,n4648,1,MAJ
n85,n2590,1,MAJ
n96,n268,1,MAJ
n96,n1462,1,MAJ
n96,n2274,1,MAJ
n96,n2336,1,MAJ
n96,n2589,1,MAJ
n96,n2631,1,MAJ
n96,n2669,1,MAJ
n96,n2689,1,MAJ
n96,n2721,1,MAJ
n96,n2765,1,MAJ
n96,n2927,1,MAJ
n96,n2965,1,MAJ
n96,n4681,1,MAJ
n102,n112,1,MAJ
n102,n142,1,MAJ
n102,n143,1,MAJ
n102,n184,1,MAJ
n102,n186,1,MAJ
n102,n292,1,MAJ
n102,n364,1,MAJ
n102,n460,1,MAJ
n102,n484,1,MAJ
n102,n497,1,MAJ
n102,n502,1,MAJ
n102,n519,1,MAJ
n102,n549,1,MAJ
n102,n605,1,MAJ
n102,n624,1,MAJ
n102,n628,1,MAJ
n102,n708,1,MAJ
n102,n727,1,MAJ
n102,n828,1,MAJ
n102,n850,1,MAJ
n102,n906,1,MAJ
n102,n935,1,MAJ
n102,n967,1,MAJ
n102,n980,1,MAJ
n102,n1211,1,MAJ
n102,n1258,1,MAJ
n102,n1316,1,MAJ
n102,n1415,1,MAJ
n102,n1481,1,MAJ
n102,n1489,1,MAJ
n102,n1498,1,MAJ
n102,n1650,1,MAJ
n102,n2165,1,MAJ
n102,n2214,1,MAJ
n102,n2223,1,MAJ
n102,n2252,1,MAJ
n102,n2278,1,MAJ
n102,n2310,1,MAJ
n102,n2318,1,MAJ
n102,n2326,1,MAJ
n102,n2373,1,MAJ
n102,n2389,1,MAJ
n102,n2392,1,MAJ
n102,n2406,1,MAJ
n102,n2413,1,MAJ
n102,n2457,1,MAJ
n102,n2460,1,MAJ
n102,n2521,1,MAJ
n102,n2551,1,MAJ
n102,n2568,1,MAJ
n102,n2650,1,MAJ
n102,n2715,1,MAJ
n102,n2717,1,MAJ
n102,n2736,1,MAJ
n102,n2783,1,MAJ
n102,n2797,1,MAJ
n102,n2826,1,MAJ
n102,n2829,1,MAJ
n102,n2846,1,MAJ
n102,n2891,1,MAJ
n102,n2913,1,MAJ
n102,n2971,1,MAJ
n102,n3030,1,MAJ
n102,n3129,1,MAJ
n102,n3133,1,MAJ
n102,n3205,1,MAJ
n102,n3247,1,MAJ
n102,n3249,1,MAJ
n102,n3368,1,MAJ
n102,n3379,1,MAJ
n102,n3438,1,MAJ
n102,n3478,1,MAJ
n102,n3516,1,MAJ
n102,n3575,1,MAJ
n102,n3602,1,MAJ
n102,n3716,1,MAJ
n102,n3723,1,MAJ
n102,n3735,1,MAJ
n102,n3844,1,MAJ
n102,n4021,1,MAJ
n102,n4086,1,MAJ
n102,n4146,1,MAJ
n102,n4217,1,MAJ
n102,n4239,1,MAJ
n102,n4318,1,MAJ
n102,n4475,1,MAJ
n102,n4648,1,MAJ
n110,n117,1,MAJ
n110,n723,1,MAJ
n110,n782,1,MAJ
n110,n1040,1,MAJ
n110,n1377,1,MAJ
n110,n2073,1,MAJ
n110,n2193,1,MAJ
n110,n2365,1,MAJ
n110,n2366,1,MAJ
n110,n2751,1,MAJ
n110,n2914,1,MAJ
n110,n3055,1,MAJ
n110,n3221,1,MAJ
n110,n3235,1,MAJ
n110,n3737,1,MAJ
n110,n3878,1,MAJ
n110,n4439,1,MAJ
n112,n142,1,MAJ
n112,n143,1,MAJ
n112,n184,1,MAJ
n112,n186,1,MAJ
n112,n292,1,MAJ
n112,n364,1,MAJ
n112,n395,1,MAJ
n112,n460,1,MAJ
n112,n484,1,MAJ
n112,n497,1,MAJ
n112,n502,1,MAJ
n112,n519,1,MAJ
n112,n549,1,MAJ
n112,n605,1,MAJ
n112,n624,1,MAJ
n112,n628,1,MAJ
n112,n708,1,MAJ
n112,n727,1,MAJ
n112,n828,1,MAJ
n112,n850,1,MAJ
n112,n906,1,MAJ
n112,n935,1,MAJ
n112,n967,1,MAJ
n112,n980,1,MAJ
n112,n1211,1,MAJ
n112,n1258,1,MAJ
n112,n1316,1,MAJ
n112,n1415,1,MAJ
n112,n1481,1,MAJ
n112,n1489,1,MAJ
n112,n1498,1,MAJ
n112,n1650,1,MAJ
n112,n2165,1,MAJ
n112,n2214,1,MAJ
n112,n2223,1,MAJ
n112,n2252,1,MAJ
n112,n2278,1,MAJ
n112,n2310,1,MAJ
n112,n2318,1,MAJ
n112,n2326,1,MAJ
n112,n2373,1,MAJ
n112,n2389,1,MAJ
n112,n2392,1,MAJ
n112,n2406,1,MAJ
n112,n2413,1,MAJ
n112,n2457,1,MAJ
n112,n2521,1,MAJ
n112,n2551,1,MAJ
n112,n2568,1,MAJ
n112,n2650,1,MAJ
n112,n2715,1,MAJ
n112,n2717,1,MAJ
n112,n2736,1,MAJ
n112,n2783,1,MAJ
n112,n2797,1,MAJ
n112,n2826,1,MAJ
n112,n2829,1,MAJ
n112,n2846,1,MAJ
n112,n2891,1,MAJ
n112,n2913,1,MAJ
n112,n2971,1,MAJ
n112,n3030,1,MAJ
n112,n3129,1,MAJ
n112,n3133,1,MAJ
n112,n3182,1,MAJ
n112,n3205,1,MAJ
n112,n3247,1,MAJ
n112,n3249,1,MAJ
n112,n3368,1,MAJ
n112,n3379,1,MAJ
n112,n3438,1,MAJ
n112,n3516,1,MAJ
n112,n3602,1,MAJ
n112,n3716,1,MAJ
n112,n3723,1,MAJ
n112,n3735,1,MAJ
n112,n3844,1,MAJ
n112,n4021,1,MAJ
n112,n4086,1,MAJ
n112,n4146,1,MAJ
n112,n4217,1,MAJ
n112,n4239,1,MAJ
n112,n4318,1,MAJ
n112,n4475,1,MAJ
n112,n4648,1,MAJ
n117,n180,1,MAJ
n117,n228,1,MAJ
n117,n265,1,MAJ
n117,n286,1,MAJ
n117,n403,1,MAJ
n117,n428,1,MAJ
n117,n607,1,MAJ
n117,n665,1,MAJ
n117,n723,1,MAJ
n117,n782,1,MAJ
n117,n826,1,MAJ
n117,n988,1,MAJ
n117,n1040,1,MAJ
n117,n1277,1,MAJ
n117,n1355,1,MAJ
n117,n1377,1,MAJ
n117,n1393,1,MAJ
n117,n1674,1,MAJ
n117,n2063,1,MAJ
n117,n2073,1,MAJ
n117,n2088,1,MAJ
n117,n2193,1,MAJ
n117,n2365,1,MAJ
n117,n2366,1,MAJ
n117,n2751,1,MAJ
n117,n2787,1,MAJ
n117,n2914,1,MAJ
n117,n3055,1,MAJ
n117,n3102,1,MAJ
n117,n3221,1,MAJ
n117,n3235,1,MAJ
n117,n3266,1,MAJ
n117,n3293,1,MAJ
n117,n3303,1,MAJ
n117,n3691,1,MAJ
n117,n3737,1,MAJ
n117,n3878,1,MAJ
n117,n4201,1,MAJ
n117,n4439,1,MAJ
n119,n181,1,MAJ
n119,n470,1,MAJ
n119,n484,1,UNIT
n119,n892,1,MAJ
n119,n948,1,MAJ
n119,n1022,1,UNIT
n119,n1032,1,UNIT
n119,n1258,1,UNIT
n119,n1395,1,MAJ
n119,n1417,1,UNIT
n119,n1432,1,MAJ
n119,n1437,1,MAJ
n119,n1450,1,UNIT
n119,n2000,1,MAJ
n119,n2275,1,MAJ
n119,n2357,1,MAJ
n119,n2386,1,MAJ
n119,n2561,2,BOTH
n119,n2568,1,UNIT
n119,n2792,1,MAJ
n119,n2806,1,MAJ
n119,n2891,1,UNIT
n119,n2927,1,UNIT
n119,n2962,1,MAJ
n119,n3278,1,MAJ
n119,n3379,1,UNIT
n119,n3432,1,MAJ
n119,n3475,1,MAJ
n119,n3499,1,MAJ
n119,n3559,1,MAJ
n119,n3713,1,MAJ
n119,n3893,1,UNIT
n119,n4095,1,UNIT
n119,n4159,1,UNIT
n119,n4318,1,UNIT
n122,n163,1,MAJ
n122,n215,1,MAJ
n122,n459,1,MAJ
n122,n512,1,MAJ
n122,n542,1,MAJ
n122,n610,1,MAJ
n122,n702,1,MAJ
n122,n1108,1,MAJ
n122,n1168,1,MAJ
n122,n1339,1,MAJ
n122,n1357,1,MAJ
n122,n2065,1,MAJ
n122,n2167,1,MAJ
n122,n2425,1,MAJ
n122,n2495,1,MAJ
n122,n2610,1,MAJ
n122,n2863,1,MAJ
n122,n2951,1,MAJ
n122,n3039,1,MAJ
n122,n3421,1,MAJ
n122,n3477,1,MAJ
n122,n3488,1,MAJ
n122,n3571,1,MAJ
n122,n3575,1,MAJ
n122,n4588,1,MAJ
n124,n181,1,UNIT
n124,n230,1,MAJ
n124,n285,2,BOTH
n124,n287,1,UNIT
n124,n384,1,MAJ
n124,n428,1,UNIT
n124,n509,1,MAJ
n124,n605,1,UNIT
n124,n624,1,UNIT
n124,n642,1,MAJ
n124,n708,1,UNIT
n124,n836,1,UNIT
n124,n890,1,MAJ
n124,n892,1,UNIT
n124,n1002,1,MAJ
n124,n1138,1,MAJ
n124,n1269,1,MAJ
n124,n1443,2,BOTH
n124,n1707,1,MAJ
n124,n1759,1,MAJ
n124,n2085,1,MAJ
n124,n2165,1,UNIT
n124,n2231,1,UNIT
n124,n2250,1,UNIT
n124,n2274,1,UNIT
n124,n2327,1,MAJ
n124,n2448,1,MAJ
n124,n2503,1,MAJ
n124,n2614,1,MAJ
n124,n2620,1,UNIT
n124,n2623,1,UNIT
n124,n2657,1,MAJ
n124,n2663,1,MAJ
n124,n2667,1,MAJ
n124,n2669,1,UNIT
n124,n2704,1,MAJ
n124,n2715,1,UNIT
n124,n2733,1,MAJ
n124,n2809,1,MAJ
n124,n2816,1,UNIT
n124,n2830,1,MAJ
n124,n2834,1,MAJ
n124,n2846,1,UNIT
n124,n2962,1,UNIT
n124,n2965,1,UNIT
n124,n3036,1,MAJ
n124,n3070,1,MAJ
n124,n3097,1,MAJ
n124,n3102,1,UNIT
n124,n3180,1,UNIT
n124,n3259,1,MAJ
n124,n3393,1,UNIT
n124,n3403,1,MAJ
n124,n3472,1,MAJ
n124,n3493,1,MAJ
n124,n3559,1,UNIT
n124,n3647,1,UNIT
n124,n3695,1,MAJ
n124,n3696,1,MAJ
n124,n3701,1,MAJ
n124,n3731,1,MAJ
n124,n3741,1,MAJ
n124,n3742,1,MAJ
n124,n3807,1,MAJ
n124,n3870,1,MAJ
n124,n3953,1,UNIT
n124,n3961,1,MAJ
n124,n4046,2,BOTH
n124,n4159,1,MAJ
n124,n4339,1,MAJ
n124,n4397,1,MAJ
n124,n4430,1,MAJ
n124,n4431,1,UNIT
n124,n4549,1,MAJ
n130,n216,1,MAJ
n130,n233,1,MAJ
n130,n275,1,MAJ
n130,n634,1,MAJ
n130,n694,1,MAJ
n130,n783,1,MAJ
n130,n793,1,MAJ
n130,n820,1,MAJ
n130,n921,1,MAJ
n130,n1077,1,MAJ
n130,n1213,1,MAJ
n130,n2529,1,MAJ
n130,n2597,1,MAJ
n130,n2731,1,MAJ
n130,n2754,1,MAJ
n130,n2957,1,MAJ
n130,n3027,1,MAJ
n130,n3327,1,MAJ
n130,n3335,1,MAJ
n130,n3501,1,MAJ
n130,n3725,1,MAJ
n130,n3732,1,MAJ
n130,n3733,1,MAJ
n130,n4419,1,MAJ
n130,n4603,1,MAJ
n142,n143,1,MAJ
n142,n184,1,MAJ
n142,n186,1,MAJ
n142,n292,1,MAJ
n142,n364,1,MAJ
n142,n460,1,MAJ
n142,n484,1,MAJ
n142,n497,1,MAJ
n142,n502,1,MAJ
n142,n519,1,MAJ
n142,n549,1,MAJ
n142,n605,1,MAJ
n142,n624,1,MAJ
n142,n628,1,MAJ
n142,n708,1,MAJ
n142,n727,1,MAJ
n142,n828,1,MAJ
n142,n850,1,MAJ
n142,n906,1,MAJ
n142,n935,1,MAJ
n142,n967,1,MAJ
n142,n980,1,MAJ
n142,n1211,1,MAJ
n142,n1258,1,MAJ
n142,n1316,1,MAJ
n142,n1415,1,MAJ
n142,n1481,1,MAJ
n142,n1489,1,MAJ
n142,n1498,1,MAJ
n142,n1650,1,MAJ
n142,n2165,1,MAJ
n142,n2214,1,MAJ
n142,n2223,1,MAJ
n142,n2252,1,MAJ
n142,n2278,1,MAJ
n142,n2310,1,MAJ
n142,n2318,1,MAJ
n142,n2326,1,MAJ
n142,n2373,1,MAJ
n142,n2389,1,MAJ
n142,n2392,1,MAJ
n142,n2406,1,MAJ
n142,n2413,1,MAJ
n142,n2457,1,MAJ
n142,n2521,1,MAJ
n142,n2551,1,MAJ
n142,n2568,1,MAJ
n142,n2650,1,MAJ
n142,n2715,1,MAJ
n142,n2717,1,MAJ
n142,n2736,1,MAJ
n142,n2783,1,MAJ
n142,n2797,1,MAJ
n142,n2826,1,MAJ
n142,n2829,1,MAJ
n142,n2846,1,MAJ
n142,n2891,1,MAJ
n142,n2913,1,MAJ
n142,n2971,1,MAJ
n142,n3030,1,MAJ
n142,n3129,1,MAJ
n142,n3133,1,MAJ
n142,n3205,1,MAJ
n142,n3247,1,MAJ
n142,n3249,1,MAJ
n142,n3368,1,MAJ
n142,n3379,1,MAJ
n142,n3438,1,MAJ
n142,n3516,1,MAJ
n142,n3602,1,MAJ
n142,n3716,1,MAJ
n142,n3723,1,MAJ
n142,n3735,1,MAJ
n142,n3844,1,MAJ
n142,n4021,1,MAJ
n142,n4086,1,MAJ
n142,n4146,1,MAJ
n142,n4217,1,MAJ
n142,n4239,1,MAJ
n142,n4318,1,MAJ
n142,n4475,1,MAJ
n142,n4648,1,MAJ
n143,n184,1,MAJ
n143,n186,1,MAJ
n143,n222,1,MAJ
n143,n271,1,MAJ
n143,n292,1,MAJ
n143,n364,1,MAJ
n143,n460,1,MAJ
n143,n484,1,MAJ
n143,n497,1,MAJ
n143,n502,1,MAJ
n143,n519,1,MAJ
n143,n549,1,MAJ
n143,n605,1,MAJ
n143,n624,1,MAJ
n143,n628,1,MAJ
n143,n658,1,MAJ
n143,n696,1,MAJ
n143,n708,1,MAJ
n143,n727,1,MAJ
n143,n828,1,MAJ
n143,n850,1,MAJ
n143,n906,1,MAJ
n143,n914,1,MAJ
n143,n935,1,MAJ
n143,n967,1,MAJ
n143,n980,1,MAJ
n143,n1039,1,MAJ
n143,n1211,1,MAJ
n143,n1258,1,MAJ
n143,n1316,1,MAJ
n143,n1415,1,MAJ
n143,n1481,1,MAJ
n143,n1489,1,MAJ
n143,n1498,1,MAJ
n143,n1650,1,MAJ
n143,n2056,1,MAJ
n143,n2165,1,MAJ
n143,n2214,1,MAJ
n143,n2223,1,MAJ
n143,n2252,1,MAJ
n143,n2278,1,MAJ
n143,n2310,1,MAJ
n143,n2318,1,MAJ
n143,n2326,1,MAJ
n143,n2373,1,MAJ
n143,n2389,1,MAJ
n143,n2392,1,MAJ
n143,n2406,1,MAJ
n143,n2413,1,MAJ
n143,n2457,1,MAJ
n143,n2472,1,MAJ
n143,n2521,1,MAJ
n143,n2551,1,MAJ
n143,n2568,1,MAJ
n143,n2580,1,MAJ
n143,n2650,1,MAJ
n143,n2715,1,MAJ
n143,n2717,1,MAJ
n143,n2736,1,MAJ
n143,n2783,1,MAJ
n143,n2797,1,MAJ
n143,n2826,1,MAJ
n143,n2829,1,MAJ
n143,n2846,1,MAJ
n143,n2891,1,MAJ
n143,n2913,1,MAJ
n143,n2971,1,MAJ
n143,n3030,1,MAJ
n143,n3129,1,MAJ
n143,n3133,1,MAJ
n143,n3205,1,MAJ
n143,n3247,1,MAJ
n143,n3249,1,MAJ
n143,n3368,1,MAJ
n143,n3379,1,MAJ
n143,n3438,1,MAJ
n143,n3516,1,MAJ
n143,n3602,1,MAJ
n143,n3716,1,MAJ
n143,n3723,1,MAJ
n143,n3735,1,MAJ
n143,n3844,1,MAJ
n143,n4021,1,MAJ
n143,n4086,1,MAJ
n143,n4146,1,MAJ
n143,n4217,1,MAJ
n143,n4237,1,MAJ
n143,n4239,1,MAJ
n143,n4318,1,MAJ
n143,n4475,1,MAJ
n143,n4648,1,MAJ
n163,n215,1,MAJ
n163,n459,1,MAJ
n163,n512,1,MAJ
n163,n542,1,MAJ
n163,n610,1,MAJ
n163,n702,1,MAJ
n163,n1108,1,MAJ
n163,n1168,1,MAJ
n163,n1339,1,MAJ
n163,n1357,1,MAJ
n163,n2065,1,MAJ
n163,n2167,1,MAJ
n163,n2425,1,MAJ
n163,n2495,1,MAJ
n163,n2610,1,MAJ
n163,n2863,1,MAJ
n163,n2951,1,MAJ
n163,n3039,1,MAJ
n163,n3421,1,MAJ
n163,n3477,1,MAJ
n163,n3488,1,MAJ
n163,n3571,1,MAJ
n163,n3575,1,MAJ
n163,n4588,1,MAJ
n180,n228,1,MAJ
n180,n265,1,MAJ
n180,n286,1,MAJ
n180,n403,1,MAJ
n180,n428,1,MAJ
n180,n607,1,MAJ
n180,n665,1,MAJ
n180,n826,1,MAJ
n180,n988,1,MAJ
n180,n1277,1,MAJ
n180,n1355,1,MAJ
n180,n1393,1,MAJ
n180,n2063,1,MAJ
n180,n2088,1,MAJ
n180,n2787,1,MAJ
n180,n3102,1,MAJ
n180,n3266,1,MAJ
n180,n3293,1,MAJ
n180,n3303,1,MAJ
n180,n4201,1,MAJ
n181,n285,1,UNIT
n181,n287,1,UNIT
n181,n428,1,UNIT
n181,n470,1,MAJ
n181,n605,1,UNIT
n181,n624,1,UNIT
n181,n708,1,UNIT
n181,n836,1,UNIT
n181,n892,2,BOTH
n181,n948,1,MAJ
n181,n1395,1,MAJ
n181,n1432,1,MAJ
n181,n1437,1,MAJ
n181,n1443,1,UNIT
n181,n2000,1,MAJ
n181,n2165,1,UNIT
n181,n2231,1,UNIT
n181,n2250,1,UNIT
n181,n2274,1,UNIT
n181,n2275,1,MAJ
n181,n2357,1,MAJ
n181,n2386,1,MAJ
n181,n2561,1,MAJ
n181,n2620,1,UNIT
n181,n2623,1,UNIT
n181,n2669,1,UNIT
n181,n2715,1,UNIT
n181,n2792,1,MAJ
n181,n2806,1,MAJ
n181,n2816,1,UNIT
n181,n2846,1,UNIT
n181,n2962,2,BOTH
n181,n2965,1,UNIT
n181,n3102,1,UNIT
n181,n3180,1,UNIT
n181,n3278,1,MAJ
n181,n3393,1,UNIT
n181,n3432,1,MAJ
n181,n3475,1,MAJ
n181,n3499,1,MAJ
n181,n3559,2,BOTH
n181,n3647,1,UNIT
n181,n3713,1,MAJ
n181,n3953,1,UNIT
n181,n4046,1,UNIT
n181,n4431,1,UNIT
n184,n186,1,MAJ
n184,n292,1,MAJ
n184,n364,1,MAJ
n184,n460,1,MAJ
n184,n484,1,MAJ
n184,n497,1,MAJ
n184,n502,1,MAJ
n184,n519,1,MAJ
n184,n549,1,MAJ
n184,n605,1,MAJ
n184,n624,1,MAJ
n184,n628,1,MAJ
n184,n708,1,MAJ
n184,n727,1,MAJ
n184,n828,1,MAJ
n184,n850,1,MAJ
n184,n906,1,MAJ
n184,n935,1,MAJ
n184,n967,1,MAJ
n184,n980,1,MAJ
n184,n1211,1,MAJ
n184,n1258,1,MAJ
n184,n1316,1,MAJ
n184,n1415,1,MAJ
n184,n1481,1,MAJ
n184,n1489,1,MAJ
n184,n1498,1,MAJ
n184,n1650,1,MAJ
n184,n2165,1,MAJ
n184,n2214,1,MAJ
n184,n2223,1,MAJ
n184,n2252,1,MAJ
n184,n2278,1,MAJ
n184,n2310,1,MAJ
n184,n2318,1,MAJ
n184,n2326,1,MAJ
n184,n2373,1,MAJ
n184,n2389,1,MAJ
n184,n2392,1,MAJ
n184,n2406,1,MAJ
n184,n2413,1,MAJ
n184,n2457,1,MAJ
n184,n2521,1,MAJ
n184,n2551,1,MAJ
n184,n2568,1,MAJ
n184,n2650,1,MAJ
n184,n2715,1,MAJ
n184,n2717,1,MAJ
n184,n2736,1,MAJ
n184,n2783,1,MAJ
n184,n2797,1,MAJ
n184,n2826,1,MAJ
n184,n2829,1,MAJ
n184,n2846,1,MAJ
n184,n2891,1,MAJ
n184,n2913,1,MAJ
n184,n2971,1,MAJ
n184,n3030,1,MAJ
n184,n3129,1,MAJ
n184,n3133,1,MAJ
n184,n3205,1,MAJ
n184,n3247,1,MAJ
n184,n3249,1,MAJ
n184,n3368,1,MAJ
n184,n3379,1,MAJ
n184,n3438,1,MAJ
n184,n3516,1,MAJ
n184,n3602,1,MAJ
n184,n3716,1,MAJ
n184,n3723,1,MAJ
n184,n3735,1,MAJ
n184,n3844,1,MAJ
n184,n4021,1,MAJ
n184,n4086,1,MAJ
n184,n4146,1,MAJ
n184,n4217,1,MAJ
n184,n4239,1,MAJ
n184,n4318,1,MAJ
n184,n4475,1,MAJ
n184,n4648,1,MAJ
n186,n292,1,MAJ
n186,n364,1,MAJ
n186,n460,1,MAJ
n186,n484,1,MAJ
n186,n497,1,MAJ
n186,n502,1,MAJ
n186,n519,1,MAJ
n186,n549,1,MAJ
n186,n605,1,MAJ
n186,n624,1,MAJ
n186,n628,1,MAJ
n186,n708,1,MAJ
n186,n727,1,MAJ
n186,n828,1,MAJ
n186,n850,1,MAJ
n186,n906,1,MAJ
n186,n935,1,MAJ
n186,n967,1,MAJ
n186,n980,1,MAJ
n186,n1211,1,MAJ
n186,n1258,1,MAJ
n186,n1316,1,MAJ
n186,n1415,1,MAJ
n186,n1481,1,MAJ
n186,n1489,1,MAJ
n186,n1498,1,MAJ
n186,n1650,1,MAJ
n186,n2165,1,MAJ
n186,n2214,1,MAJ
n186,n2223,1,MAJ
n186,n2252,1,MAJ
n186,n2278,1,MAJ
n186,n2310,1,MAJ
n186,n2318,1,MAJ
n186,n2326,1,MAJ
n186,n2373,1,MAJ
n186,n2389,1,MAJ
n186,n2392,1,MAJ
n186,n2406,1,MAJ
n186,n2413,1,MAJ
n186,n2457,1,MAJ
n186,n2521,1,MAJ
n186,n2551,1,MAJ
n186,n2568,1,MAJ
n186,n2650,1,MAJ
n186,n2715,1,MAJ
n186,n2717,1,MAJ
n186,n2736,1,MAJ
n186,n2783,1,MAJ
n186,n2797,1,MAJ
n186,n2826,1,MAJ
n186,n2829,1,MAJ
n186,n2846,1,MAJ
n186,n2891,1,MAJ
n186,n2913,1,MAJ
n186,n2971,1,MAJ
n186,n3030,1,MAJ
n186,n3129,1,MAJ
n186,n3133,1,MAJ
n186,n3205,1,MAJ
n186,n3247,1,MAJ
n186,n3249,1,MAJ
n186,n3368,1,MAJ
n186,n3379,1,MAJ
n186,n3438,1,MAJ
n186,n3516,1,MAJ
n186,n3602,1,MAJ
n186,n3695,1,MAJ
n186,n3716,1,MAJ
n186,n3723,1,MAJ
n186,n3735,1,MAJ
n186,n3844,1,MAJ
n186,n4021,1,MAJ
n186,n4086,1,MAJ
n186,n4146,1,MAJ
n186,n4217,1,MAJ
n186,n4239,1,MAJ
n186,n4318,1,MAJ
n186,n4475,1,MAJ
n186,n4648,1,MAJ
n204,n1201,1,MAJ
n204,n1450,1,MAJ
n204,n2109,1,MAJ
n204,n2370,1,MAJ
n204,n2527,1,MAJ
n204,n2622,1,MAJ
n204,n2899,1,MAJ
n204,n3468,1,MAJ
n204,n3968,1,MAJ
n204,n3971,1,MAJ
n204,n3972,1,MAJ
n204,n4140,1,MAJ
n204,n4450,1,MAJ
n208,n1372,1,MAJ
n208,n2192,1,MAJ
n208,n2460,1,MAJ
n208,n2620,1,MAJ
n208,n2705,1,MAJ
n208,n2816,1,MAJ
